Country,Group,Year,In,Out,Net,iso_alpha
Slovenia,East Europe,2004,181,187,-6,SVN
Slovenia,East Europe,2005,178,174,4,SVN
Slovenia,East Europe,2006,183,182,1,SVN
Slovenia,East Europe,2007,123,133,-10,SVN
Slovenia,East Europe,2008,197,182,15,SVN
Slovenia,East Europe,2009,314,278,36,SVN
Slovenia,East Europe,2010,385,353,32,SVN
Slovenia,East Europe,2011,292,296,-4,SVN
Slovenia,East Europe,2012,290,282,8,SVN
Slovenia,East Europe,2013,340,340,0,SVN
Slovenia,East Europe,2014,331,335,-4,SVN
Slovenia,East Europe,2015,427,419,8,SVN
Slovenia,East Europe,2016,510,502,8,SVN
Slovenia,East Europe,2017,529,521,8,SVN
Slovenia,East Europe,2018,638,636,2,SVN
Ukraine,East Europe,1996,1535,1671,-136,UKR
Ukraine,East Europe,1997,1679,1879,-200,UKR
Ukraine,East Europe,1998,2354,2332,22,UKR
Ukraine,East Europe,1999,3522,3550,-28,UKR
Ukraine,East Europe,2000,3647,3214,433,UKR
Ukraine,East Europe,2001,4016,3979,37,UKR
Ukraine,East Europe,2002,4925,4691,234,UKR
Ukraine,East Europe,2003,5262,5193,69,UKR
Ukraine,East Europe,2004,6140,5983,157,UKR
Ukraine,East Europe,2005,6048,5797,251,UKR
Ukraine,East Europe,2006,5808,5830,-22,UKR
Ukraine,East Europe,2007,5107,5055,52,UKR
Ukraine,East Europe,2008,5546,5393,153,UKR
Ukraine,East Europe,2009,7024,6734,290,UKR
Ukraine,East Europe,2010,7484,7415,69,UKR
Ukraine,East Europe,2011,8140,8036,104,UKR
Ukraine,East Europe,2012,8450,8450,0,UKR
Ukraine,East Europe,2013,8812,8812,0,UKR
Ukraine,East Europe,2014,8667,8525,142,UKR
Ukraine,East Europe,2015,10953,11077,-124,UKR
Ukraine,East Europe,2016,11669,11621,48,UKR
Ukraine,East Europe,2017,12397,12415,-18,UKR
Ukraine,East Europe,2018,13311,13446,-135,UKR
Yougoslavia,East Europe,1996,318,306,12,0
Yougoslavia,East Europe,1997,337,427,-90,0
Yougoslavia,East Europe,1998,466,458,8,0
Yougoslavia,East Europe,1999,495,458,37,0
Yougoslavia,East Europe,2000,607,623,-16,0
Yougoslavia,East Europe,2001,691,674,17,0
Yougoslavia,East Europe,2002,824,793,31,0
Yougoslavia,East Europe,2003,964,959,5,0
Yougoslavia,East Europe,2004,1165,1108,57,0
Yougoslavia,East Europe,2005,857,850,7,0
Yougoslavia,East Europe,2006,841,810,31,0
Yougoslavia,East Europe,2007,678,603,75,0
Yougoslavia,East Europe,2008,626,602,24,0
Yougoslavia,East Europe,2009,390,368,22,0
Yougoslavia,East Europe,2010,70,67,3,0
Yougoslavia,East Europe,2011,21,19,2,0
Yougoslavia,East Europe,2012,13,9,4,0
Yougoslavia,East Europe,2013,0,0,0,0
Yougoslavia,East Europe,2014,0,0,0,0
Yougoslavia,East Europe,2015,0,0,0,0
Yougoslavia,East Europe,2016,0,1,-1,0
Yougoslavia,East Europe,2017,0,0,0,0
Yougoslavia,East Europe,2018,0,0,0,0
Cyprus,Middle Eastern Europe,1996,2874,2760,114,CYP
Cyprus,Middle Eastern Europe,1997,3057,3238,-181,CYP
Cyprus,Middle Eastern Europe,1998,4411,4006,405,CYP
Cyprus,Middle Eastern Europe,1999,4625,4507,118,CYP
Cyprus,Middle Eastern Europe,2000,4396,4355,41,CYP
Cyprus,Middle Eastern Europe,2001,5629,5641,-12,CYP
Cyprus,Middle Eastern Europe,2002,5566,5532,34,CYP
Cyprus,Middle Eastern Europe,2003,8032,8067,-35,CYP
Cyprus,Middle Eastern Europe,2004,12347,12306,41,CYP
Cyprus,Middle Eastern Europe,2005,8955,8874,81,CYP
Cyprus,Middle Eastern Europe,2006,7920,8602,-682,CYP
Cyprus,Middle Eastern Europe,2007,5092,5062,30,CYP
Cyprus,Middle Eastern Europe,2008,7181,7272,-91,CYP
Cyprus,Middle Eastern Europe,2009,8241,8211,30,CYP
Cyprus,Middle Eastern Europe,2010,9325,9415,-90,CYP
Cyprus,Middle Eastern Europe,2011,7932,7924,8,CYP
Cyprus,Middle Eastern Europe,2012,7229,7350,-121,CYP
Cyprus,Middle Eastern Europe,2013,7439,7439,0,CYP
Cyprus,Middle Eastern Europe,2014,7636,7659,-23,CYP
Cyprus,Middle Eastern Europe,2015,6532,6599,-67,CYP
Cyprus,Middle Eastern Europe,2016,6569,6550,19,CYP
Cyprus,Middle Eastern Europe,2017,8654,8634,20,CYP
Cyprus,Middle Eastern Europe,2018,11650,11601,49,CYP
Greece,Middle Eastern Europe,1996,3454,4029,-575,GRC
Greece,Middle Eastern Europe,1997,4182,4016,166,GRC
Greece,Middle Eastern Europe,1998,4008,3995,13,GRC
Greece,Middle Eastern Europe,1999,4846,5002,-156,GRC
Greece,Middle Eastern Europe,2000,4372,4366,6,GRC
Greece,Middle Eastern Europe,2001,5745,5858,-113,GRC
Greece,Middle Eastern Europe,2002,4837,4922,-85,GRC
Greece,Middle Eastern Europe,2003,5628,5617,11,GRC
Greece,Middle Eastern Europe,2004,7397,7386,11,GRC
Greece,Middle Eastern Europe,2005,6424,6390,34,GRC
Greece,Middle Eastern Europe,2006,5755,6118,-363,GRC
Greece,Middle Eastern Europe,2007,4556,4557,-1,GRC
Greece,Middle Eastern Europe,2008,6071,6068,3,GRC
Greece,Middle Eastern Europe,2009,8041,7982,59,GRC
Greece,Middle Eastern Europe,2010,9328,9394,-66,GRC
Greece,Middle Eastern Europe,2011,7695,7747,-52,GRC
Greece,Middle Eastern Europe,2012,7532,7663,-131,GRC
Greece,Middle Eastern Europe,2013,7987,7987,0,GRC
Greece,Middle Eastern Europe,2014,8415,8498,-83,GRC
Greece,Middle Eastern Europe,2015,9578,9729,-151,GRC
Greece,Middle Eastern Europe,2016,11323,11361,-38,GRC
Greece,Middle Eastern Europe,2017,13702,13737,-35,GRC
Greece,Middle Eastern Europe,2018,13558,13657,-99,GRC
Turkey,Middle Eastern Europe,1996,3883,3979,-96,TUR
Turkey,Middle Eastern Europe,1997,3902,3999,-97,TUR
Turkey,Middle Eastern Europe,1998,4585,4424,161,TUR
Turkey,Middle Eastern Europe,1999,4446,4413,33,TUR
Turkey,Middle Eastern Europe,2000,4638,4597,41,TUR
Turkey,Middle Eastern Europe,2001,5349,5539,-190,TUR
Turkey,Middle Eastern Europe,2002,6421,6466,-45,TUR
Turkey,Middle Eastern Europe,2003,6799,6922,-123,TUR
Turkey,Middle Eastern Europe,2004,9629,9641,-12,TUR
Turkey,Middle Eastern Europe,2005,8618,8745,-127,TUR
Turkey,Middle Eastern Europe,2006,10410,11575,-1165,TUR
Turkey,Middle Eastern Europe,2007,7960,7779,181,TUR
Turkey,Middle Eastern Europe,2008,9329,9177,152,TUR
Turkey,Middle Eastern Europe,2009,12979,12621,358,TUR
Turkey,Middle Eastern Europe,2010,42680,41692,988,TUR
Turkey,Middle Eastern Europe,2011,35644,35561,83,TUR
Turkey,Middle Eastern Europe,2012,28850,28737,113,TUR
Turkey,Middle Eastern Europe,2013,23823,23823,0,TUR
Turkey,Middle Eastern Europe,2014,16126,16086,40,TUR
Turkey,Middle Eastern Europe,2015,21027,21757,-730,TUR
Turkey,Middle Eastern Europe,2016,25487,25368,119,TUR
Turkey,Middle Eastern Europe,2017,29839,29412,427,TUR
Turkey,Middle Eastern Europe,2018,32744,33078,-334,TUR
Denmark,North Europe,1996,3459,3588,-129,DNK
Denmark,North Europe,1997,3610,3848,-238,DNK
Denmark,North Europe,1998,5039,4867,172,DNK
Denmark,North Europe,1999,6347,6419,-72,DNK
Denmark,North Europe,2000,6861,6944,-83,DNK
Denmark,North Europe,2001,9003,9008,-5,DNK
Denmark,North Europe,2002,9321,9450,-129,DNK
Denmark,North Europe,2003,10479,10492,-13,DNK
Denmark,North Europe,2004,13487,13531,-44,DNK
Denmark,North Europe,2005,13367,13183,184,DNK
Denmark,North Europe,2006,12155,12815,-660,DNK
Denmark,North Europe,2007,10321,10168,153,DNK
Denmark,North Europe,2008,14510,14477,33,DNK
Denmark,North Europe,2009,18078,17878,200,DNK
Denmark,North Europe,2010,19332,19467,-135,DNK
Denmark,North Europe,2011,16830,16785,45,DNK
Denmark,North Europe,2012,13937,14287,-350,DNK
Denmark,North Europe,2013,12590,12590,0,DNK
Denmark,North Europe,2014,13021,13157,-136,DNK
Denmark,North Europe,2015,13624,13873,-249,DNK
Denmark,North Europe,2016,16133,16274,-141,DNK
Denmark,North Europe,2017,17240,17151,89,DNK
Denmark,North Europe,2018,18146,18322,-176,DNK
Estonia,North Europe,1996,9,4,5,EST
Estonia,North Europe,1997,16,16,0,EST
Estonia,North Europe,1998,24,28,-4,EST
Estonia,North Europe,1999,13,22,-9,EST
Estonia,North Europe,2000,40,40,0,EST
Estonia,North Europe,2001,81,61,20,EST
Estonia,North Europe,2002,49,42,7,EST
Estonia,North Europe,2003,94,89,5,EST
Estonia,North Europe,2004,173,175,-2,EST
Estonia,North Europe,2005,136,133,3,EST
Estonia,North Europe,2006,209,209,0,EST
Estonia,North Europe,2007,113,116,-3,EST
Estonia,North Europe,2008,162,167,-5,EST
Estonia,North Europe,2009,186,171,15,EST
Estonia,North Europe,2010,380,371,9,EST
Estonia,North Europe,2011,416,407,9,EST
Estonia,North Europe,2012,132,138,-6,EST
Estonia,North Europe,2013,110,110,0,EST
Estonia,North Europe,2014,144,141,3,EST
Estonia,North Europe,2015,219,174,45,EST
Estonia,North Europe,2016,300,298,2,EST
Estonia,North Europe,2017,378,380,-2,EST
Estonia,North Europe,2018,446,475,-29,EST
Finland,North Europe,1996,593,694,-101,FIN
Finland,North Europe,1997,853,841,12,FIN
Finland,North Europe,1998,1055,961,94,FIN
Finland,North Europe,1999,1882,1388,494,FIN
Finland,North Europe,2000,1690,2150,-460,FIN
Finland,North Europe,2001,1414,1521,-107,FIN
Finland,North Europe,2002,1033,1017,16,FIN
Finland,North Europe,2003,1126,1135,-9,FIN
Finland,North Europe,2004,1369,1392,-23,FIN
Finland,North Europe,2005,1392,1384,8,FIN
Finland,North Europe,2006,1303,1325,-22,FIN
Finland,North Europe,2007,2610,2626,-16,FIN
Finland,North Europe,2008,1352,1347,5,FIN
Finland,North Europe,2009,1661,1654,7,FIN
Finland,North Europe,2010,2391,2342,49,FIN
Finland,North Europe,2011,1810,1870,-60,FIN
Finland,North Europe,2012,2392,2108,284,FIN
Finland,North Europe,2013,3095,3095,0,FIN
Finland,North Europe,2014,3806,3664,142,FIN
Finland,North Europe,2015,4062,4128,-66,FIN
Finland,North Europe,2016,3960,4141,-181,FIN
Finland,North Europe,2017,3725,3531,194,FIN
Finland,North Europe,2018,3719,4002,-283,FIN
Iceland,North Europe,1996,21,11,10,ISL
Iceland,North Europe,1997,21,35,-14,ISL
Iceland,North Europe,1998,25,21,4,ISL
Iceland,North Europe,1999,83,71,12,ISL
Iceland,North Europe,2000,46,40,6,ISL
Iceland,North Europe,2001,58,57,1,ISL
Iceland,North Europe,2002,66,76,-10,ISL
Iceland,North Europe,2003,132,138,-6,ISL
Iceland,North Europe,2004,201,189,12,ISL
Iceland,North Europe,2005,109,108,1,ISL
Iceland,North Europe,2006,99,103,-4,ISL
Iceland,North Europe,2007,99,98,1,ISL
Iceland,North Europe,2008,126,133,-7,ISL
Iceland,North Europe,2009,153,135,18,ISL
Iceland,North Europe,2010,211,223,-12,ISL
Iceland,North Europe,2011,143,136,7,ISL
Iceland,North Europe,2012,81,78,3,ISL
Iceland,North Europe,2013,80,80,0,ISL
Iceland,North Europe,2014,120,123,-3,ISL
Iceland,North Europe,2015,117,114,3,ISL
Iceland,North Europe,2016,111,113,-2,ISL
Iceland,North Europe,2017,114,122,-8,ISL
Iceland,North Europe,2018,165,163,2,ISL
Latvia,North Europe,1996,12,14,-2,LVA
Latvia,North Europe,1997,17,10,7,LVA
Latvia,North Europe,1998,16,11,5,LVA
Latvia,North Europe,1999,57,61,-4,LVA
Latvia,North Europe,2000,57,73,-16,LVA
Latvia,North Europe,2001,107,131,-24,LVA
Latvia,North Europe,2002,73,91,-18,LVA
Latvia,North Europe,2003,120,112,8,LVA
Latvia,North Europe,2004,272,259,13,LVA
Latvia,North Europe,2005,256,236,20,LVA
Latvia,North Europe,2006,228,200,28,LVA
Latvia,North Europe,2007,208,216,-8,LVA
Latvia,North Europe,2008,391,379,12,LVA
Latvia,North Europe,2009,400,391,9,LVA
Latvia,North Europe,2010,614,603,11,LVA
Latvia,North Europe,2011,597,593,4,LVA
Latvia,North Europe,2012,353,354,-1,LVA
Latvia,North Europe,2013,367,367,0,LVA
Latvia,North Europe,2014,900,911,-11,LVA
Latvia,North Europe,2015,1038,1062,-24,LVA
Latvia,North Europe,2016,398,409,-11,LVA
Latvia,North Europe,2017,453,468,-15,LVA
Latvia,North Europe,2018,507,507,0,LVA
Sweden,North Europe,1996,5944,5841,103,SWE
Sweden,North Europe,1997,7410,6128,1282,SWE
Sweden,North Europe,1998,7153,7791,-638,SWE
Sweden,North Europe,1999,9984,9618,366,SWE
Sweden,North Europe,2000,10412,10443,-31,SWE
Sweden,North Europe,2001,11746,12157,-411,SWE
Sweden,North Europe,2002,13407,13506,-99,SWE
Sweden,North Europe,2003,14732,14946,-214,SWE
Sweden,North Europe,2004,20218,20451,-233,SWE
Sweden,North Europe,2005,18314,18275,39,SWE
Sweden,North Europe,2006,17331,18390,-1059,SWE
Sweden,North Europe,2007,14497,14014,483,SWE
Sweden,North Europe,2008,21624,21467,157,SWE
Sweden,North Europe,2009,26894,26962,-68,SWE
Sweden,North Europe,2010,29512,29520,-8,SWE
Sweden,North Europe,2011,26752,26937,-185,SWE
Sweden,North Europe,2012,24340,24875,-535,SWE
Sweden,North Europe,2013,24011,24011,0,SWE
Sweden,North Europe,2014,26031,26233,-202,SWE
Sweden,North Europe,2015,28376,28549,-173,SWE
Sweden,North Europe,2016,34722,34770,-48,SWE
Sweden,North Europe,2017,38958,39020,-62,SWE
Sweden,North Europe,2018,44032,43941,91,SWE
Lituania,North Europe,1996,200,137,63,LTU
Lituania,North Europe,1997,180,401,-221,LTU
Lituania,North Europe,1998,302,139,163,LTU
Lituania,North Europe,1999,196,206,-10,LTU
Lituania,North Europe,2000,103,104,-1,LTU
Lituania,North Europe,2001,183,160,23,LTU
Lituania,North Europe,2002,269,207,62,LTU
Lituania,North Europe,2003,180,191,-11,LTU
Lituania,North Europe,2004,258,247,11,LTU
Lituania,North Europe,2005,323,307,16,LTU
Lituania,North Europe,2006,247,250,-3,LTU
Lituania,North Europe,2007,210,200,10,LTU
Lituania,North Europe,2008,358,352,6,LTU
Lituania,North Europe,2009,453,438,15,LTU
Lituania,North Europe,2010,725,717,8,LTU
Lituania,North Europe,2011,709,681,28,LTU
Lituania,North Europe,2012,512,544,-32,LTU
Lituania,North Europe,2013,536,536,0,LTU
Lituania,North Europe,2014,593,583,10,LTU
Lituania,North Europe,2015,735,717,18,LTU
Lituania,North Europe,2016,802,784,18,LTU
Lituania,North Europe,2017,924,909,15,LTU
Lituania,North Europe,2018,1470,1467,3,LTU
Norway,North Europe,1996,1363,1430,-67,NOR
Norway,North Europe,1997,1641,2342,-701,NOR
Norway,North Europe,1998,2973,2594,379,NOR
Norway,North Europe,1999,1821,1742,79,NOR
Norway,North Europe,2000,1813,1745,68,NOR
Norway,North Europe,2001,2004,1997,7,NOR
Norway,North Europe,2002,2269,2299,-30,NOR
Norway,North Europe,2003,2752,2749,3,NOR
Norway,North Europe,2004,3284,3289,-5,NOR
Norway,North Europe,2005,3567,3572,-5,NOR
Norway,North Europe,2006,2792,2777,15,NOR
Norway,North Europe,2007,2703,2635,68,NOR
Norway,North Europe,2008,3498,3491,7,NOR
Norway,North Europe,2009,4552,4530,22,NOR
Norway,North Europe,2010,5484,5498,-14,NOR
Norway,North Europe,2011,4697,4730,-33,NOR
Norway,North Europe,2012,4088,4123,-35,NOR
Norway,North Europe,2013,4050,4050,0,NOR
Norway,North Europe,2014,3838,3888,-50,NOR
Norway,North Europe,2015,4355,4432,-77,NOR
Norway,North Europe,2016,5114,5130,-16,NOR
Norway,North Europe,2017,5584,5587,-3,NOR
Norway,North Europe,2018,6616,6670,-54,NOR
Andorra,West Europe,1996,0,0,0,AND
Andorra,West Europe,1997,0,22,-22,AND
Andorra,West Europe,1998,1,1,0,AND
Andorra,West Europe,1999,4,0,4,AND
Andorra,West Europe,2000,3,6,-3,AND
Andorra,West Europe,2001,7,21,-14,AND
Andorra,West Europe,2002,3,3,0,AND
Andorra,West Europe,2003,0,0,0,AND
Andorra,West Europe,2004,3,3,0,AND
Andorra,West Europe,2005,1,1,0,AND
Andorra,West Europe,2006,2,2,0,AND
Andorra,West Europe,2007,1,1,0,AND
Andorra,West Europe,2008,2,2,0,AND
Andorra,West Europe,2009,9,8,1,AND
Andorra,West Europe,2010,14,13,1,AND
Andorra,West Europe,2011,3,2,1,AND
Andorra,West Europe,2012,4,2,2,AND
Andorra,West Europe,2013,8,8,0,AND
Andorra,West Europe,2014,10,9,1,AND
Andorra,West Europe,2015,9,9,0,AND
Andorra,West Europe,2016,2,1,1,AND
Andorra,West Europe,2017,9,8,1,AND
Andorra,West Europe,2018,10,8,2,AND
Austria,West Europe,1996,2107,1979,128,AUT
Austria,West Europe,1997,2998,2768,230,AUT
Austria,West Europe,1998,2914,2746,168,AUT
Austria,West Europe,1999,4001,3846,155,AUT
Austria,West Europe,2000,4345,4299,46,AUT
Austria,West Europe,2001,3586,3608,-22,AUT
Austria,West Europe,2002,3376,3396,-20,AUT
Austria,West Europe,2003,3216,3150,66,AUT
Austria,West Europe,2004,4406,4417,-11,AUT
Austria,West Europe,2005,4022,3989,33,AUT
Austria,West Europe,2006,3014,3005,9,AUT
Austria,West Europe,2007,2373,2365,8,AUT
Austria,West Europe,2008,3235,3143,92,AUT
Austria,West Europe,2009,4252,4182,70,AUT
Austria,West Europe,2010,5823,5779,44,AUT
Austria,West Europe,2011,5002,4904,98,AUT
Austria,West Europe,2012,4665,4712,-47,AUT
Austria,West Europe,2013,4674,4674,0,AUT
Austria,West Europe,2014,4676,4710,-34,AUT
Austria,West Europe,2015,5045,5081,-36,AUT
Austria,West Europe,2016,5295,5219,76,AUT
Austria,West Europe,2017,6091,6213,-122,AUT
Austria,West Europe,2018,6661,6603,58,AUT
Belgium,West Europe,1996,3962,4120,-158,BEL
Belgium,West Europe,1997,5608,6958,-1350,BEL
Belgium,West Europe,1998,6397,6687,-290,BEL
Belgium,West Europe,1999,7839,7504,335,BEL
Belgium,West Europe,2000,7466,8396,-930,BEL
Belgium,West Europe,2001,6834,7067,-233,BEL
Belgium,West Europe,2002,7090,7128,-38,BEL
Belgium,West Europe,2003,7136,7232,-96,BEL
Belgium,West Europe,2004,9048,9047,1,BEL
Belgium,West Europe,2005,8342,8241,101,BEL
Belgium,West Europe,2006,7230,7049,181,BEL
Belgium,West Europe,2007,8548,8978,-430,BEL
Belgium,West Europe,2008,10924,10854,70,BEL
Belgium,West Europe,2009,13661,13747,-86,BEL
Belgium,West Europe,2010,15379,15559,-180,BEL
Belgium,West Europe,2011,13497,13646,-149,BEL
Belgium,West Europe,2012,12873,12961,-88,BEL
Belgium,West Europe,2013,12888,12888,0,BEL
Belgium,West Europe,2014,12625,12712,-87,BEL
Belgium,West Europe,2015,13343,13497,-154,BEL
Belgium,West Europe,2016,14703,14613,90,BEL
Belgium,West Europe,2017,16577,16675,-98,BEL
Belgium,West Europe,2018,18346,18304,42,BEL
France,West Europe,1996,41260,42272,-1012,FRA
France,West Europe,1997,51003,52910,-1907,FRA
France,West Europe,1998,58527,59579,-1052,FRA
France,West Europe,1999,66977,69360,-2383,FRA
France,West Europe,2000,64766,65220,-454,FRA
France,West Europe,2001,66312,67625,-1313,FRA
France,West Europe,2002,70872,72038,-1166,FRA
France,West Europe,2003,76409,77436,-1027,FRA
France,West Europe,2004,94347,95396,-1049,FRA
France,West Europe,2005,80480,80979,-499,FRA
France,West Europe,2006,66764,69178,-2414,FRA
France,West Europe,2007,72359,73544,-1185,FRA
France,West Europe,2008,91071,91544,-473,FRA
France,West Europe,2009,120408,119575,833,FRA
France,West Europe,2010,139534,140165,-631,FRA
France,West Europe,2011,128999,128791,208,FRA
France,West Europe,2012,120134,121940,-1806,FRA
France,West Europe,2013,117688,117688,0,FRA
France,West Europe,2014,120710,121388,-678,FRA
France,West Europe,2015,134181,135330,-1149,FRA
France,West Europe,2016,145666,146188,-522,FRA
France,West Europe,2017,164924,164811,113,FRA
France,West Europe,2018,181321,182056,-735,FRA
Germany,West Europe,1996,19234,18520,714,DEU
Germany,West Europe,1997,21757,23869,-2112,DEU
Germany,West Europe,1998,27148,25971,1177,DEU
Germany,West Europe,1999,30015,29719,296,DEU
Germany,West Europe,2000,35396,34482,914,DEU
Germany,West Europe,2001,35729,35593,136,DEU
Germany,West Europe,2002,36287,36067,220,DEU
Germany,West Europe,2003,37942,37881,61,DEU
Germany,West Europe,2004,48370,48152,218,DEU
Germany,West Europe,2005,51948,51160,788,DEU
Germany,West Europe,2006,39314,38395,919,DEU
Germany,West Europe,2007,42083,41888,195,DEU
Germany,West Europe,2008,53851,53988,-137,DEU
Germany,West Europe,2009,69847,69131,716,DEU
Germany,West Europe,2010,76854,76483,371,DEU
Germany,West Europe,2011,68401,68579,-178,DEU
Germany,West Europe,2012,62160,62939,-779,DEU
Germany,West Europe,2013,61123,61123,0,DEU
Germany,West Europe,2014,67988,68240,-252,DEU
Germany,West Europe,2015,74823,75457,-634,DEU
Germany,West Europe,2016,87567,87304,263,DEU
Germany,West Europe,2017,96711,97170,-459,DEU
Germany,West Europe,2018,104167,104302,-135,DEU
Irland,West Europe,1996,1021,1231,-210,IRL
Irland,West Europe,1997,1652,1506,146,IRL
Irland,West Europe,1998,2237,2497,-260,IRL
Irland,West Europe,1999,2986,2984,2,IRL
Irland,West Europe,2000,2758,2549,209,IRL
Irland,West Europe,2001,3357,3283,74,IRL
Irland,West Europe,2002,1766,1756,10,IRL
Irland,West Europe,2003,2000,2002,-2,IRL
Irland,West Europe,2004,2417,2444,-27,IRL
Irland,West Europe,2005,2237,2213,24,IRL
Irland,West Europe,2006,2034,2095,-61,IRL
Irland,West Europe,2007,2635,2769,-134,IRL
Irland,West Europe,2008,2283,2338,-55,IRL
Irland,West Europe,2009,3222,3240,-18,IRL
Irland,West Europe,2010,4050,4131,-81,IRL
Irland,West Europe,2011,4953,4614,339,IRL
Irland,West Europe,2012,5232,5580,-348,IRL
Irland,West Europe,2013,4444,4444,0,IRL
Irland,West Europe,2014,4278,4347,-69,IRL
Irland,West Europe,2015,4799,4869,-70,IRL
Irland,West Europe,2016,5327,5205,122,IRL
Irland,West Europe,2017,6653,6545,108,IRL
Irland,West Europe,2018,7834,7928,-94,IRL
Italy,West Europe,1996,9984,9537,447,ITA
Italy,West Europe,1997,13857,13855,2,ITA
Italy,West Europe,1998,14674,14628,46,ITA
Italy,West Europe,1999,15793,15566,227,ITA
Italy,West Europe,2000,14706,14785,-79,ITA
Italy,West Europe,2001,13503,13537,-34,ITA
Italy,West Europe,2002,12332,12317,15,ITA
Italy,West Europe,2003,13119,13129,-10,ITA
Italy,West Europe,2004,15567,15678,-111,ITA
Italy,West Europe,2005,14104,13936,168,ITA
Italy,West Europe,2006,13290,12683,607,ITA
Italy,West Europe,2007,21563,21353,210,ITA
Italy,West Europe,2008,23085,23280,-195,ITA
Italy,West Europe,2009,32619,32322,297,ITA
Italy,West Europe,2010,36625,36762,-137,ITA
Italy,West Europe,2011,28808,29501,-693,ITA
Italy,West Europe,2012,25539,25709,-170,ITA
Italy,West Europe,2013,24971,24971,0,ITA
Italy,West Europe,2014,27983,27735,248,ITA
Italy,West Europe,2015,29143,29673,-530,ITA
Italy,West Europe,2016,29574,29256,318,ITA
Italy,West Europe,2017,33642,33558,84,ITA
Italy,West Europe,2018,37013,37160,-147,ITA
Lichenshtein,West Europe,1996,1,6,-5,0
Lichenshtein,West Europe,1997,3,15,-12,0
Lichenshtein,West Europe,1998,1,3,-2,0
Lichenshtein,West Europe,1999,8,4,4,0
Lichenshtein,West Europe,2000,53,27,26,0
Lichenshtein,West Europe,2001,6,6,0,0
Lichenshtein,West Europe,2002,14,15,-1,0
Lichenshtein,West Europe,2003,7,7,0,0
Lichenshtein,West Europe,2004,10,11,-1,0
Lichenshtein,West Europe,2005,7,7,0,0
Lichenshtein,West Europe,2006,5,6,-1,0
Lichenshtein,West Europe,2007,4,3,1,0
Lichenshtein,West Europe,2008,13,12,1,0
Lichenshtein,West Europe,2009,17,16,1,0
Lichenshtein,West Europe,2010,13,14,-1,0
Lichenshtein,West Europe,2011,20,21,-1,0
Lichenshtein,West Europe,2012,20,22,-2,0
Lichenshtein,West Europe,2013,12,12,0,0
Lichenshtein,West Europe,2014,8,8,0,0
Lichenshtein,West Europe,2015,8,7,1,0
Lichenshtein,West Europe,2016,5,6,-1,0
Lichenshtein,West Europe,2017,19,20,-1,0
Lichenshtein,West Europe,2018,27,16,11,0
Luxembourg,West Europe,1996,81,68,13,LUX
Luxembourg,West Europe,1997,108,120,-12,LUX
Luxembourg,West Europe,1998,161,165,-4,LUX
Luxembourg,West Europe,1999,169,191,-22,LUX
Luxembourg,West Europe,2000,195,192,3,LUX
Luxembourg,West Europe,2001,172,166,6,LUX
Luxembourg,West Europe,2002,183,194,-11,LUX
Luxembourg,West Europe,2003,212,197,15,LUX
Luxembourg,West Europe,2004,200,195,5,LUX
Luxembourg,West Europe,2005,221,216,5,LUX
Luxembourg,West Europe,2006,156,158,-2,LUX
Luxembourg,West Europe,2007,159,161,-2,LUX
Luxembourg,West Europe,2008,227,223,4,LUX
Luxembourg,West Europe,2009,378,374,4,LUX
Luxembourg,West Europe,2010,406,397,9,LUX
Luxembourg,West Europe,2011,337,337,0,LUX
Luxembourg,West Europe,2012,232,235,-3,LUX
Luxembourg,West Europe,2013,232,232,0,LUX
Luxembourg,West Europe,2014,185,186,-1,LUX
Luxembourg,West Europe,2015,217,204,13,LUX
Luxembourg,West Europe,2016,276,277,-1,LUX
Luxembourg,West Europe,2017,302,310,-8,LUX
Luxembourg,West Europe,2018,432,408,24,LUX
Malta,West Europe,1996,65,57,8,MLT
Malta,West Europe,1997,115,130,-15,MLT
Malta,West Europe,1998,115,124,-9,MLT
Malta,West Europe,1999,238,247,-9,MLT
Malta,West Europe,2000,260,253,7,MLT
Malta,West Europe,2001,235,230,5,MLT
Malta,West Europe,2002,184,188,-4,MLT
Malta,West Europe,2003,202,199,3,MLT
Malta,West Europe,2004,194,197,-3,MLT
Malta,West Europe,2005,198,187,11,MLT
Malta,West Europe,2006,151,144,7,MLT
Malta,West Europe,2007,125,117,8,MLT
Malta,West Europe,2008,141,140,1,MLT
Malta,West Europe,2009,252,255,-3,MLT
Malta,West Europe,2010,300,323,-23,MLT
Malta,West Europe,2011,258,266,-8,MLT
Malta,West Europe,2012,216,210,6,MLT
Malta,West Europe,2013,232,232,0,MLT
Malta,West Europe,2014,242,236,6,MLT
Malta,West Europe,2015,315,314,1,MLT
Malta,West Europe,2016,334,331,3,MLT
Malta,West Europe,2017,400,402,-2,MLT
Malta,West Europe,2018,453,459,-6,MLT
Monaco,West Europe,1996,5,4,1,MCO
Monaco,West Europe,1997,5,12,-7,MCO
Monaco,West Europe,1998,13,26,-13,MCO
Monaco,West Europe,1999,23,16,7,MCO
Monaco,West Europe,2000,26,23,3,MCO
Monaco,West Europe,2001,20,20,0,MCO
Monaco,West Europe,2002,21,23,-2,MCO
Monaco,West Europe,2003,28,29,-1,MCO
Monaco,West Europe,2004,29,30,-1,MCO
Monaco,West Europe,2005,11,12,-1,MCO
Monaco,West Europe,2006,8,7,1,MCO
Monaco,West Europe,2007,15,14,1,MCO
